,,,,,,,,1-S01A,1-S01B,1-S01C,1-S01D,1-S02A,1-S02B,1-S02C,1-S02D,1-S03A,1-S03B,1-S03C,1-S03D,1-S04A,1-S04B,1-S04C,1-S04D,1-S05A,1-S05B,1-S05C,1-S05D,1-S06A,1-S06B,1-S06C,1-S06D,1-S07A,1-S07B,1-S07C,1-S07D,1-S08A,1-S08B,1-S08C,1-S08D,1-S09A,1-S09B,1-S09C,1-S09D,1-S10A,1-S10B,1-S10C,1-S10D,1-S11A,1-S11B,1-S11C,1-S11D,2-S12A,2-S12B,2-S12C,2-S13A,2-S13B,2-S13C,2-S13D,2-S14A,2-S14B,2-S14C,2-S14D,2-S15A,2-S15B,2-S15C,2-S15D,2-S15E,2-S15F,2-S16A,2-S16B,2-S16C,2-S16D,2-S17A,2-S17B,2-S17C,2-S17D,2-S18A,2-S18B,2-S18C,2-S18D,2-S19A,2-S19B,2-S19C,3-S01a,3-S01b,3-S01c,3-S01d,3-S02a,3-S02b,3-S02c,3-S02d,3-S03a,3-S03b,3-S03c,3-S03d,3-S04a,3-S04b,3-S04c,3-S04d,3-S05a,3-S05b,3-S05c,3-S05d,3-S06a,3-S06b,3-S06c,3-S06d,3-S07a,3-S07b,3-S07c,3-S07d,3-S08a,3-S08b,3-S08c,3-S08d,3-S09a,3-S09b,3-S09c,3-S09d,3-S10a,3-S10b,3-S10c,3-S10d,3-S11a,3-S11b,3-S11c,3-S11d,3-S12a,3-S12b,3-S12c,3-S12d,3-S13a,3-S13b,3-S13c,3-S13d,3-S14a,3-S14b,3-S14c,3-S14d,3-S14e,3-S14f,3-S14g,3-S14h,3-S15a,3-S15b,3-S15c,3-S15d,3-S16a,3-S16b,3-S16c,3-S16d,3-S17A,3-S17b,3-S17c,3-S17d,3-S18a,3-S18b,3-S18c,3-S18d,3-S19a,3-S19b,3-S19c,3-S19d,3-S20a,3-S20b,3-S20c,3-S20d,3-S21a,3-S21b,3-S21c,3-S21d
OTU323,MiSeq18,Actinopterygii,Siluriformes,Doradidae,,,,0,0,0,310,495,68,0,802,67,641,720,139,639,289,207,574,0,983,100,74,863,337,343,0,508,515,141,601,0,170,0,0,0,0,0,0,0,0,0,0,378,1494,2662,99,27,0,328,152,0,0,0,0,104,649,709,0,0,39,0,0,0,0,0,0,253,0,0,498,0,45,55,160,0,0,337,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,57,126,30,139,48,529,374,199,329,200,170,157,691,0,0,27,0,0,29,0,22,22,26,20,39,14,0,65,160,63,30,42,225,0,239,63,26,47,0,68,53,170,0,0,0,666,0,0,0,0,470,216,94,39,0,0,845,0,0,0,514
OTU353,MiSeq18,Actinopterygii,Siluriformes,Doradidae,,,,456,714,116,0,878,724,347,330,1426,1719,463,447,626,1790,282,2722,271,868,928,669,4238,274,574,276,3332,6215,6135,1566,94,0,0,96,0,1407,0,0,0,0,0,0,999,2580,0,234,371,0,0,2222,316,0,0,388,893,0,0,0,0,665,0,0,0,0,0,648,1045,3267,0,1588,147,506,583,1037,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,22,415,251,1006,745,757,870,702,961,491,2357,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,220,2841,1008,330,0,0,5551,392,0,0,0
OTU1068,MiSeq23,Actinopterygii,Siluriformes,Doradidae,,,,0,0,0,0,0,0,0,69,0,0,0,61,0,0,0,138,0,97,89,0,66,0,90,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,96,0,0,0,187,0,0,33,188,119,0,0,196,0,0,0,0,0,0,0,0,124,795,294,457,67,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,36,0,0,0,0,0,69,0,0,0,0
OTU336,MiSeq23,Actinopterygii,Siluriformes,Doradidae,,,,0,0,0,0,97,51,0,0,79,120,0,0,0,87,0,145,0,56,100,67,191,0,0,0,88,222,95,46,0,0,0,0,0,81,0,0,0,0,0,0,0,75,0,0,0,0,0,467,26,0,0,151,47,0,0,0,0,145,0,0,0,0,0,0,174,0,0,41,29,112,155,267,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,61,68,107,43,82,76,44,81,35,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,130,106,41,0,0,727,60,0,0,0
OTU580,MiSeq27,Actinopterygii,Siluriformes,Doradidae,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,28,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU749,Combined,Actinopterygii,Siluriformes,Doradidae,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1153,MiSeq27,Actinopterygii,Siluriformes,Heptapteridae,Cetopsorhamdia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,89,150,0,476,201,100,260,113,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1662,MiSeq27,Actinopterygii,Siluriformes,Heptapteridae,Goeldiella,Goeldiella eques,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,28,39,0,0,0,0,0,38,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,55,0,0,0,0,0,0,0,0
OTU280,MiSeq27,Actinopterygii,Siluriformes,Heptapteridae,Pimelodella,Pimelodella cristata,100,0,0,0,0,0,135,53,159,0,214,0,0,436,0,0,998,0,0,0,0,443,82,0,0,0,0,0,0,0,100,0,0,684,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,112,230,211,0,39,0,22,26,94,105,42,64,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0
OTU1211,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,[Pterosturisoma],[Pterosturisoma microps],100,142,0,512,0,0,185,0,559,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,311,0,0,0,0,0,0,0,0,0,899,1797,252,483,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,379,0,0,374,0,0,0,0,0,0,0,0,0,0,1646,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
OTU1258,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,[Sturisoma],[Sturisoma cf. guentheri],100,0,0,0,0,1299,468,97,1224,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,73,181,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,37,0,70,76,46,83,267,100,270,0,527,84,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU7,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus cryptophthalmus,99.038,199,276,863,0,80,0,0,0,212,0,0,0,468,336,396,388,0,163,0,0,2333,0,0,0,218,0,0,0,435,0,0,0,455,604,188,0,0,648,0,850,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914,0,0,576,851,0,0,0,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,371,272,282,959,76,48,361,137,184,880,723,725,328,757,241,404,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,19,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,125,474,905,0,452,0,74,0,0,0,0
OTU316,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Aphanotorulus,Aphanotorulus emarginatus,100,0,0,0,0,0,0,145,225,0,174,89,294,0,0,0,0,513,0,89,298,0,212,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,55,0,0,20,0,0,0,0,24,0,0,0,0,0,0,0,0,136,17,128,0,0,262,79,0,0,82,235,0,292,189,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,693,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,156,25,403,0,331,0
OTU151,MiSeq23,Actinopterygii,Siluriformes,Loricariidae,Apistoloricaria,Apistoloricaria ommation,99.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1402,MiSeq23,Actinopterygii,Siluriformes,Loricariidae,Farlowella,Farlowella oxyrryncha,99.038,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,47,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,34,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1558,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Hemiodontichthys,Hemiodontichthys acipenserinus,99.029,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,42,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1325,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Hypoptopoma,,,308,0,0,0,0,0,230,0,162,0,0,0,421,703,293,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,339,49,0,0,0,306,0,0,0,0,690,554,342,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,302,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,135,90,151,64,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0
OTU1155,MiSeq23,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus affinis,99.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU102,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,,,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,112,93,326,0,0,216,55,132,145,475,380,523,66,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0
OTU69,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,,,0,0,0,0,0,226,0,0,0,228,113,340,0,0,0,0,0,0,334,135,0,0,1143,0,0,0,0,182,164,76,214,0,0,0,189,491,0,397,0,567,0,0,0,0,0,0,80,0,233,0,0,0,0,0,0,0,304,0,39,645,0,0,0,0,0,0,0,0,61,58,264,237,0,0,0,0,0,0,0,0,0,0,1193,0,3979,1895,1885,4057,501,595,1103,432,170,747,254,1233,81,178,397,471,0,195,0,0,159,580,37,62,273,594,49,86,34,35,139,0,0,0,99,57,0,0,0,349,0,0,0,0,0,0,0,629,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
OTU22,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Lamontichthys,,,186,862,618,117,0,99,243,0,0,0,0,269,923,0,146,423,0,559,0,0,1540,0,0,0,0,1074,0,0,176,307,350,628,1518,1714,239,2565,0,0,2157,3419,0,0,108,0,0,0,0,0,0,0,0,0,0,831,2154,0,0,0,0,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,112,0,0,1788,3195,0,0,0,299,0,559,1089,741,655,71,673,1045,370,390,2265,1611,2112,617,1061,779,608,0,0,0,0,0,0,0,0,0,139,28,0,282,0,194,0,1025,1032,520,0,0,289,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,1391,685,0,128,0,0,0,1752,1229,0,253,129,0,2080,0,1070,0,455,280
OTU348,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Lasiancistrus,Lasiancistrus [schomburgkii],99.038,200,0,92,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,191,0,0,373,1042,0,0,0,181,0,369,0,0,0,0,0,61,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,325,0,0,44,0,145,34,128,177,132,57,389,99,0,0,0,0,85,0,0,60,0,44,121,65,26,39,134,76,0,458,246,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,385,0,67,0,0,0,259,0,51,0
OTU120,MiSeq27,Actinopterygii,Siluriformes,Loricariidae,Limatulichthys,Limatulichthys punctatus,99.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1650,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Loricaria,Loricaria clavipinna,99.038,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU942,MiSeq23,Actinopterygii,Siluriformes,Loricariidae,Loricaria,Loricaria clavipinna,99.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1587,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Loricaria,Loricaria nickeriensis,99.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,67,0,0,0,0,64,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,117,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU147,MiSeq27,Actinopterygii,Siluriformes,Loricariidae,Loricaria,Loricaria nickeriensis,99.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,924,623,347,80,0,297,39,0,42,102,30,43,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU68,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Loricaria,,,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,829,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,246,154,135,114,196,210,176,0,0,32,64,28,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0
OTU149,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Loricariichthys,[Loricariichthys cf. ucayalensis],100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,323,0,0,0,263,0,0,0,0,0,0,0,0,420,492,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1371,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Otocinclus,[Otocinclus cf. hoppei],99.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1175,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Peckoltia,Peckoltia cavatica,99.038,342,151,0,418,0,0,55,0,0,0,0,0,1525,1875,0,0,0,0,798,0,1400,0,0,0,185,914,0,266,395,289,256,426,604,0,161,534,438,363,569,520,0,0,595,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,0,0,26,0,0,0,0,0,0,46,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,97,228,617,814,1412,1840,383,223,832,0,0,0,0,47,0,97,0,664,859,162,304,148,392,370,0,455,147,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,724,0,0,0,92,0,658,0,173,172,0,38
OTU234,MiSeq27,Actinopterygii,Siluriformes,Loricariidae,Peckoltia,Peckoltia furcata,99.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,59,90,0,25,34,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1409,MiSeq27,Actinopterygii,Siluriformes,Loricariidae,Peckoltia,Peckoltia sabaji,99.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,134,42,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1336,MiSeq18,Actinopterygii,Siluriformes,Loricariidae,Planiloricaria,Planiloricaria cryptodon,100,161,365,868,1060,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,937,0,0,0,0,0,454,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,231,0,0,338,201,0,0,0,391,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0
